id,name,display_name,symbol,sector,created_at,updated_at
76358,Public Service Enterprise Group Inc,Public Service Enterprise Group Inc,,other,2021-07-28 20:31:54 +0530,2021-07-28 20:31:54 +0530
76359,Public Storage,Public Storage,,other,2021-07-28 20:31:54 +0530,2021-07-28 20:31:54 +0530
76360,PulteGroup Inc,PulteGroup Inc,,real_estate,2021-07-28 20:31:54 +0530,2021-07-28 20:31:54 +0530
76361,PVH Corp,PVH Corp,,textile,2021-07-28 20:31:54 +0530,2021-07-28 20:31:54 +0530
76362,Qorvo Inc,Qorvo Inc,,electronics,2021-07-28 20:31:54 +0530,2021-07-28 20:31:54 +0530
76363,Quanta Services Inc,Quanta Services Inc,,construction,2021-07-28 20:31:54 +0530,2021-07-28 20:31:54 +0530
76364,Quest Diagnostics Inc,Quest Diagnostics Inc,,healthcare,2021-07-28 20:31:54 +0530,2021-07-28 20:31:54 +0530
76365,Ralph Lauren Corp,Ralph Lauren Corp,,retail,2021-07-28 20:31:54 +0530,2021-07-28 20:31:54 +0530
76366,Raymond James Financial Inc,Raymond James Financial Inc,,finance,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76367,Raytheon Technologies Corp,Raytheon Technologies Corp,,defence,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76368,Realty Income Corp,Realty Income Corp,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76369,Regency Centers Corp,Regency Centers Corp,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76370,Regions Financial Corp,Regions Financial Corp,,finance,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76371,Republic Services Inc,Republic Services Inc,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76372,Robert Half International Inc,Robert Half International Inc,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76373,Rollins Inc,Rollins Inc,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76374,Royal Caribbean Cruises Ltd,Royal Caribbean Cruises Ltd,,travel_lodging,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76375,S&P Global Inc,S&P Global Inc,,finance,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76376,Sealed Air Corp,Sealed Air Corp,,packaging,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76377,Sempra Energy,Sempra Energy,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76378,Sherwin-Williams Co,Sherwin-Williams Co,,,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76379,Simon Property Group Inc,Simon Property Group Inc,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76380,SL Green Realty Corp,SL Green Realty Corp,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76381,Southern Co,Southern Co,,industrial_equipment,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76382,Southwest Airlines Co,Southwest Airlines Co,,travel_lodging,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76383,Stanley Black & Decker Inc,Stanley Black & Decker Inc,,industrial_equipment,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76384,STERIS PLC,STERIS PLC,,healthcare,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76385,Stryker Corp,Stryker Corp,,healthcare,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76386,SVB Financial Group,SVB Financial Group,,finance,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76387,Synchrony Financial,Synchrony Financial,,finance,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76388,Tapestry Inc,Tapestry Inc,,textile,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76389,Target Corp,Target Corp,,retail,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76390,TE Connectivity Ltd,TE Connectivity Ltd,,industrial_equipment,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76391,TechnipFMC PLC,TechnipFMC PLC,,energy_production,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76392,Teleflex Inc,Teleflex Inc,,healthcare,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76393,Textron Inc,Textron Inc,,defence,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76394,The Hartford Financial Services Group Inc,The Hartford Financial Services Group Inc,,finance,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76395,Tiffany & Co,Tiffany & Co,,retail,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76396,Truist Financial Corp,Truist Financial Corp,,finance,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76397,UDR Inc,UDR Inc,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76398,Under Armour Inc (Under Armour Rg-A),Under Armour Inc (Under Armour Rg-A),,textile,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76399,United Rentals Inc,United Rentals Inc,,trading,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76400,Universal Health Services Inc,Universal Health Services Inc,,healthcare,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76401,Unum Group,Unum Group,,finance,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76402,VF Corp,VF Corp,,textile,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76403,ViacomCBS Inc,ViacomCBS Inc,,media,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76404,Vornado Realty Trust,Vornado Realty Trust,,finance,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76405,Waste Management Inc,Waste Management Inc,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76406,WEC Energy Group Inc,WEC Energy Group Inc,,healthcare,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76407,Welltower Inc,Welltower Inc,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76408,Westinghouse Air Brake Technologies Corp,Westinghouse Air Brake Technologies Corp,,industrial_equipment,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76409,Westrock Co,Westrock Co,,packaging,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76410,Weyerhaeuser Co,Weyerhaeuser Co,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76411,Whirlpool Corp,Whirlpool Corp,,consumer_discretionary,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76412,Xylem Inc,Xylem Inc,,industrial_equipment,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76413,Zebra Technologies Corp,Zebra Technologies Corp,,industrial_equipment,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76414,Zions Bancorp NA,Zions Bancorp NA,,finance,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76415,Zoetis Inc,Zoetis Inc,,healthcare,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76416,Zoom Video Communications Inc,Zoom Video Communications Inc,,,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76417,W. R. Berkley Corp,W. R. Berkley Corp,,finance,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76418,AbbVie Inc,AbbVie Inc,,healthcare,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76419,Alliant Energy Corp,Alliant Energy Corp,,industrial_equipment,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76420,Interpublic Group of Companies Inc,Interpublic Group of Companies Inc,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76421,Airbus SE,Airbus SE,,other,2021-07-28 20:31:55 +0530,2021-07-28 20:31:55 +0530
76422,West Pharmaceutical Services Inc,West Pharmaceutical Services Inc,,healthcare,2021-07-28 20:31:56 +0530,2021-07-28 20:31:56 +0530
76423,Dexcom Inc,Dexcom Inc,,healthcare,2021-07-28 20:31:56 +0530,2021-07-28 20:31:56 +0530
76424,Budweiser Brewing Co. APAC Ltd.,Budweiser Brewing Co. APAC Ltd.,,consumer_discretionary,2021-07-28 20:31:56 +0530,2021-07-28 20:31:56 +0530
76425,Midea Group Co Ltd.,Midea Group Co Ltd.,,consumer_discretionary,2021-07-28 20:31:56 +0530,2021-07-28 20:31:56 +0530
76428,Greggs PLC,Greggs PLC,,travel_lodging,2021-07-28 20:31:56 +0530,2021-07-28 20:31:56 +0530
76431,Aspen Technology Inc,Aspen Technology Inc,,,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76432,Bio-Rad Laboratories Inc A,Bio-Rad Laboratories Inc A,,healthcare,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76433,Docusign Inc,Docusign Inc,,,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76434,Teledyne Technologies Inc,Teledyne Technologies Inc,,diversified,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76435,Meituan Dianping,Meituan Dianping,,retail,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76436,SK Hynix Inc,SK Hynix Inc,,electronics,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76437,Nitori Holdings Co Ltd,Nitori Holdings Co Ltd,,finance,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76438,Otsuka Holdings Co Ltd.,Otsuka Holdings Co Ltd.,,finance,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76439,Paltac Corporation,Paltac Corporation,,trading,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76440,Sankyu Inc,Sankyu Inc,,construction,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76443,Moderna Inc,Moderna Inc,,healthcare,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76444,Alibaba Health Information Technology Ltd.,Alibaba Health Information Technology Ltd.,,healthcare,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76445,SM Investments Corp,SM Investments Corp,,finance,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76446,Sea Ltd,Sea Ltd,,other,2021-07-28 20:31:57 +0530,2021-07-28 20:31:57 +0530
76447,Nabtesco Corp,Nabtesco Corp,,industrial_equipment,2021-07-28 20:31:58 +0530,2021-07-28 20:31:58 +0530
76448,Yaskawa Electric Corp,Yaskawa Electric Corp,,industrial_equipment,2021-07-28 20:31:58 +0530,2021-07-28 20:31:58 +0530
76450,Astrazeneca PLC,Astrazeneca PLC,,healthcare,2021-07-28 20:31:58 +0530,2021-07-28 20:31:58 +0530
76451,SoftBank Group Corp,SoftBank Group Corp,,finance,2021-07-28 20:31:58 +0530,2021-07-28 20:31:58 +0530
76453,Catalent Inc,Catalent Inc,,healthcare,2021-07-28 20:31:58 +0530,2021-07-28 20:31:58 +0530
76454,Etsy Inc,Etsy Inc,,retail,2021-07-28 20:31:58 +0530,2021-07-28 20:31:58 +0530
76455,Lumen Technologies Inc,Lumen Technologies Inc,,telecom,2021-07-28 20:31:58 +0530,2021-07-28 20:31:58 +0530
76456,Pinduoduo Inc-Adr,Pinduoduo Inc-Adr,,it_technology,2021-07-28 20:31:58 +0530,2021-07-28 20:31:58 +0530
76457,Teradyne Inc,Teradyne Inc,,electronics,2021-07-28 20:31:58 +0530,2021-07-28 20:31:58 +0530
76458,Beijing Oriental Yuhong Waterproof Technology Co Ltd,Beijing Oriental Yuhong Waterproof Technology Co Ltd,,construction,2021-07-28 20:31:58 +0530,2021-07-28 20:31:58 +0530
76459,JD.Com Inc,JD.Com Inc,,,2021-07-28 20:31:59 +0530,2021-07-28 20:31:59 +0530
74766,Balmer Lawrie Freight Containers Ltd.,Balmer Lawrie Freight Containers Ltd.,,packaging,2021-07-28 20:29:18 +0530,2021-07-28 20:29:18 +0530
74919,Shaily Engineering Plastics Ltd.,Shaily Engineering Plastics Ltd.,,plastic_products,2021-07-28 20:29:21 +0530,2021-07-28 20:29:21 +0530
74922,Dhar Cement Ltd.,Dhar Cement Ltd.,,construction,2021-07-28 20:29:21 +0530,2021-07-28 20:29:21 +0530
74958,WPIL Ltd.,WPIL Ltd.,,industrial_equipment,2021-07-28 20:29:22 +0530,2021-07-28 20:29:22 +0530
74969,Fermenta Biotech Ltd.,Fermenta Biotech Ltd.,,healthcare,2021-07-28 20:29:23 +0530,2021-07-28 20:29:23 +0530
75009,MTZ Polyfilms Ltd.,MTZ Polyfilms Ltd.,,plastic_products,2021-07-28 20:29:24 +0530,2021-07-28 20:29:24 +0530
75029,Filaments India Ltd.,Filaments India Ltd.,,textile,2021-07-28 20:29:25 +0530,2021-07-28 20:29:25 +0530
75059,Hanuman Tea Company Ltd.,Hanuman Tea Company Ltd.,,consumer_staples,2021-07-28 20:29:26 +0530,2021-07-28 20:29:26 +0530
75086,SRM Energy Ltd.,SRM Energy Ltd.,,textile,2021-07-28 20:29:27 +0530,2021-07-28 20:29:27 +0530
76460,WuXi Biologics (Cayman) Inc.,WuXi Biologics (Cayman) Inc.,,other,2021-07-28 20:31:59 +0530,2021-07-28 20:31:59 +0530
76461,Xiaomi Corporation,Xiaomi Corporation,,electronics,2021-07-28 20:31:59 +0530,2021-07-28 20:31:59 +0530
76463,BAE Systems PLC,BAE Systems PLC,,defence,2021-07-28 20:31:59 +0530,2021-07-28 20:31:59 +0530
76464,Danone,Danone,,other,2021-07-28 20:31:59 +0530,2021-07-28 20:31:59 +0530
76465,Vontier Corp,Vontier Corp,,industrial_equipment,2021-07-28 20:31:59 +0530,2021-07-28 20:31:59 +0530
76466,Keurig Dr Pepper,Keurig Dr Pepper,,retail,2021-07-28 20:31:59 +0530,2021-07-28 20:31:59 +0530
76467,Pool Corp,Pool Corp,,trading,2021-07-28 20:31:59 +0530,2021-07-28 20:31:59 +0530
76468,Seagen Inc,Seagen Inc,,healthcare,2021-07-28 20:31:59 +0530,2021-07-28 20:31:59 +0530
76471,Kerry Group PLC,Kerry Group PLC,,packaging,2021-07-28 20:31:59 +0530,2021-07-28 20:31:59 +0530
76472,Santen Pharmaceutical Co Ltd.,Santen Pharmaceutical Co Ltd.,,healthcare,2021-07-28 20:31:59 +0530,2021-07-28 20:31:59 +0530
76473,China Resources Mixc Lifestyle Services Ltd.,China Resources Mixc Lifestyle Services Ltd.,,other,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76474,Longi Green Energy Technology Co Ltd.,Longi Green Energy Technology Co Ltd.,,utilities,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76475,Viatris Inc,Viatris Inc,,healthcare,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76476,Apartment Income Reit Corp,Apartment Income Reit Corp,,other,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76477,Atlassian Corporation Plc,Atlassian Corporation Plc,,,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76478,Jd Com Inc,Jd Com Inc,,it_technology,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76479,Match Group Inc,Match Group Inc,,other,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76480,Okta Inc,Okta Inc,,,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76481,Peloton Interactive Inc,Peloton Interactive Inc,,other,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76482,Anta Sports Products Ltd,Anta Sports Products Ltd,,other,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76483,Keyence Corp,Keyence Corp,,other,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76484,Black Knight Inc,Black Knight Inc,,other,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76485,Globant S.A.,Globant S.A.,,,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76486,Solaredge Technologies Inc,Solaredge Technologies Inc,,other,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76487,Square Inc,Square Inc,,finance,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76488,Trimble Inc,Trimble Inc,,other,2021-07-28 20:32:00 +0530,2021-07-28 20:32:00 +0530
76489,Enphase Energy Inc,Enphase Energy Inc,,utilities,2021-07-28 20:32:01 +0530,2021-07-28 20:32:01 +0530
76490,Nov Inc,Nov Inc,,industrial_equipment,2021-07-28 20:32:01 +0530,2021-07-28 20:32:01 +0530
76491,Laobaixing Pharmacy Chain Jsc,Laobaixing Pharmacy Chain Jsc,,healthcare,2021-07-28 20:32:01 +0530,2021-07-28 20:32:01 +0530
76492,Shanghai International Airport Co Ltd,Shanghai International Airport Co Ltd,,construction,2021-07-28 20:32:01 +0530,2021-07-28 20:32:01 +0530
76493,Wix.Com Ltd,Wix.Com Ltd,,,2021-07-28 20:32:01 +0530,2021-07-28 20:32:01 +0530
76495,Deutsche Boerse AG,Deutsche Boerse AG,,other,2021-07-28 20:32:01 +0530,2021-07-28 20:32:01 +0530
76497,Alnylam Pharmaceuticals Inc,Alnylam Pharmaceuticals Inc,,other,2021-07-28 20:32:01 +0530,2021-07-28 20:32:01 +0530
76498,Ionis Pharmaceuticals Inc,Ionis Pharmaceuticals Inc,,other,2021-07-28 20:32:01 +0530,2021-07-28 20:32:01 +0530
76499,Monolithic Power Systems Inc,Monolithic Power Systems Inc,,other,2021-07-28 20:32:01 +0530,2021-07-28 20:32:01 +0530
76500,Kuaishou Technology,Kuaishou Technology,,other,2021-07-28 20:32:01 +0530,2021-07-28 20:32:01 +0530
76504,Haidilao International Holding Ltd.,Haidilao International Holding Ltd.,,other,2021-07-28 20:32:02 +0530,2021-07-28 20:32:02 +0530
76505,Longfor Group Holdings Ltd.,Longfor Group Holdings Ltd.,,other,2021-07-28 20:32:02 +0530,2021-07-28 20:32:02 +0530
76506,Apa Corporation,Apa Corporation,,other,2021-07-28 20:32:02 +0530,2021-07-28 20:32:02 +0530
76507,Caesars Entertainment Inc.,Caesars Entertainment Inc.,,other,2021-07-28 20:32:02 +0530,2021-07-28 20:32:02 +0530
76508,Generac Holdings Inc,Generac Holdings Inc,,other,2021-07-28 20:32:02 +0530,2021-07-28 20:32:02 +0530
76509,Penn National Gaming Inc,Penn National Gaming Inc,,other,2021-07-28 20:32:02 +0530,2021-07-28 20:32:02 +0530
76510,Vertiv Holdings Co,Vertiv Holdings Co,,other,2021-07-28 20:32:02 +0530,2021-07-28 20:32:02 +0530
76511,Globus Medical Inc,Globus Medical Inc,,other,2021-07-28 20:32:02 +0530,2021-07-28 20:32:02 +0530
76512,Roblox Corporation,Roblox Corporation,,other,2021-07-28 20:32:03 +0530,2021-07-28 20:32:03 +0530
76513,PTC Inc.,PTC Inc.,,other,2021-07-28 20:32:03 +0530,2021-07-28 20:32:03 +0530
76514,Kingfisher PLC,Kingfisher PLC,,other,2021-07-28 20:32:03 +0530,2021-07-28 20:32:03 +0530
76515,Guangzhou Tinci Materials Technology Co Ltd.,Guangzhou Tinci Materials Technology Co Ltd.,,other,2021-07-28 20:32:03 +0530,2021-07-28 20:32:03 +0530
76516,Charles River Laboratories International Inc,Charles River Laboratories International Inc,,other,2021-07-28 20:32:03 +0530,2021-07-28 20:32:03 +0530
75125,Omega Laboratories Ltd.,Omega Laboratories Ltd.,,healthcare,2021-07-28 20:29:28 +0530,2021-07-28 20:29:28 +0530
75127,KMC Speciality Hospitals (India) Ltd.,KMC Speciality Hospitals (India) Ltd.,,healthcare,2021-07-28 20:29:28 +0530,2021-07-28 20:29:28 +0530
75129,Gayatri Bio Organics Ltd.,Gayatri Bio Organics Ltd.,,consumer_staples,2021-07-28 20:29:28 +0530,2021-07-28 20:29:28 +0530
75154,Oriqua Ltd.,Oriqua Ltd.,,agriculture,2021-07-28 20:29:29 +0530,2021-07-28 20:29:29 +0530
75155,Sree Jayalakshmi Autospin Ltd.,Sree Jayalakshmi Autospin Ltd.,,textile,2021-07-28 20:29:29 +0530,2021-07-28 20:29:29 +0530
75165,Noble Brothers Impex Ltd.,Noble Brothers Impex Ltd.,,textile,2021-07-28 20:29:29 +0530,2021-07-28 20:29:29 +0530
75166,Flora Textiles Ltd.,Flora Textiles Ltd.,,textile,2021-07-28 20:29:29 +0530,2021-07-28 20:29:29 +0530
75170,Dhar Textile Mills Ltd.,Dhar Textile Mills Ltd.,,textile,2021-07-28 20:29:30 +0530,2021-07-28 20:29:30 +0530
75174,JMP Castings Ltd.,JMP Castings Ltd.,,industrial_equipment,2021-07-28 20:29:30 +0530,2021-07-28 20:29:30 +0530
75176,Kansal Fibres Ltd.,Kansal Fibres Ltd.,,textile,2021-07-28 20:29:30 +0530,2021-07-28 20:29:30 +0530
75180,Sandur Laminates Ltd.,Sandur Laminates Ltd.,,,2021-07-28 20:29:30 +0530,2021-07-28 20:29:30 +0530
75182,Milestone Global Ltd.,Milestone Global Ltd.,,other,2021-07-28 20:29:30 +0530,2021-07-28 20:29:30 +0530
75194,Sangam Health Care Products Ltd.,Sangam Health Care Products Ltd.,,healthcare,2021-07-28 20:29:31 +0530,2021-07-28 20:29:31 +0530
75219,Transtream India.com Ltd.,Transtream India.com Ltd.,,,2021-07-28 20:29:32 +0530,2021-07-28 20:29:32 +0530
75242,USG Tech Solutions Ltd.,USG Tech Solutions Ltd.,,,2021-07-28 20:29:32 +0530,2021-07-28 20:29:32 +0530
75389,BS Refrigerators Ltd.,BS Refrigerators Ltd.,,consumer_discretionary,2021-07-28 20:29:35 +0530,2021-07-28 20:29:35 +0530
75390,Crescent Finstock Ltd.,Crescent Finstock Ltd.,,finance,2021-07-28 20:29:35 +0530,2021-07-28 20:29:35 +0530
76891,Kamigumi Co Ltd.,Kamigumi Co Ltd.,,other,2021-07-28 20:36:22 +0530,2021-07-28 20:36:22 +0530
76892,Kyowa Exeo Corp,Kyowa Exeo Corp,,other,2021-07-28 20:36:22 +0530,2021-07-28 20:36:22 +0530
76893,Murata Manufacturing Co Ltd.,Murata Manufacturing Co Ltd.,,other,2021-07-28 20:36:22 +0530,2021-07-28 20:36:22 +0530
76894,Airbnb Inc,Airbnb Inc,,other,2021-07-28 20:36:22 +0530,2021-07-28 20:36:22 +0530
76895,Sensata Technologies Holding PLC,Sensata Technologies Holding PLC,,other,2021-07-28 20:36:22 +0530,2021-07-28 20:36:22 +0530
76896,Wyndham Hotels & Resorts Inc,Wyndham Hotels & Resorts Inc,,other,2021-07-28 20:36:22 +0530,2021-07-28 20:36:22 +0530
76897,Zscaler Inc,Zscaler Inc,,other,2021-07-28 20:36:22 +0530,2021-07-28 20:36:22 +0530
76898,Unitedhealth Group Inc.,Unitedhealth Group Inc.,,other,2021-07-28 20:36:22 +0530,2021-07-28 20:36:22 +0530
76899,Organon & Co,Organon & Co,,other,2021-07-28 20:36:22 +0530,2021-07-28 20:36:22 +0530
76900,Oak Street Health Inc,Oak Street Health Inc,,other,2021-07-28 20:36:22 +0530,2021-07-28 20:36:22 +0530
